headword,entry_text,page
barrito,"barrito pishu s. granito, espinilla, barrito. Nana nadi'nek",547
barroso,barroso pishututek nom.,547
bastante,bastante kupin 2 adv. bastante.,547
bastante,bastante bebida kupidek1 s.,548
inpita-nala1,bastón inpita-nala1 s. bastón.,548
basura,"basura lutan s. basura, desecho.",548
pita',"batán pita' 2 s. batán, piedra",548
pitawiter',bate (bebida) pitawiter' vi. ¡bate!,548
pachiya',batea pachiya' (Spn. batea) s.,548
pitawiker',bátelo pitawiker' vt. ¡bátelo!,548
uchikamu'r,"uchikamu'r) vt. ¡bátelo! ¡mézclalo, ¡muévelo!",548
batido,"batido llisanpi 2 nom. algo ""batido"" chancado y partido con machete o mazo, por",548
batidor,"batidor pitawituna, pitawitunan s. batidor de bebida.",548
-tek,-tek) s. batidor de bebida.,548
pitawilli),*pitawilli) vt. batir la bebida (con remo). Uklupidekwek pitawiapalek. Estoy,548
pitawitulli),*pitawitulli) vi. batir (la,548
u'deklli,"*u'deklli) vi. batir, chancar la",549
haciéndola,haciéndola hervir.; *utawipalli ( *utawilli) vt. batir la bebida.,549
baúl,"baúl kapusu s. baúl, cofre.",549
bayanillo,bayanillo unsutek s. ratita,549
bayano,"bayano unsu s. rata casera, bayano. Pidekwekkek",549
bayuca,"bayuca tunla s. gusano, bayuca.",549
bayuca,bayuca pelejo chilu1 s. bayuca,549
bayuca,bayuca pollo chilu1 s. bayuca,549
bebé,"bebé wawaser s. bebé, bebe.",549
ku'aper-wawa,"bebe mujercita ku'aper-wawa 2 s. bebita, bebe mujercita.",549
"bebé,","bebé, llullo wawa 1 s. bebé,",550
uker'1,"bebe, toma uker'1 vt. ¡bebe! ¡toma! ¡Uker' u'ñisha uklutudek! ¡Toma un poco de chicha punta!",550
uapalli),"*uapalli) vt. beber, tomar.",550
bebida,bebida u2 s. bebida.,550
bebida,bebida de piña serenpadek s.,550
daki'dek,bebida insípida daki'dek adj.,550
laki'dek,bebida insípida laki'dek adj.,550
pantekker',benefícialo pantekker' vt. ¡benefícialo! ¡Palliken,550
yuyu'wa,yuyu'wa hamaca!; u'dekker' vt. ¡benefícialo (tamshi)!,551
u'deklli,"*u'deklli) vt. beneficiar (tamshi), doblar el tamshi para",551
pantek'apalli,pantek'apalli 1 ( panteklli) vt.,551
musha'iteklaker',bésale la mano musha'iteklaker' ( musha'itekler') vt. ¡bésale la mano! ¡Allika,551
mucha-,mucha-) vt. besar. Wilawek,551
musha'iteklapalli,*musha'iteklapalli vt. besarle la mano a alguien. Miñikuler,551
anaka',"bestia anaka' s. fiera, bestia.",551
kirka'-pidek,biblioteca kirka'-pidek s. biblioteca. Shiwiluk,551
wa'na-lanser,bicicleta wa'na-lanser 1 s. bicicleta. Pulu panta'lli,551
¡Mushasu',"¡Mushasu' nu'ter'! ¡Hazlo bien!; musu' adv. bien, mejor, más. ¡Musu' napi'ker'",551
damellu'shasu',damellu'shasu' nom. lo que,552
muwencha'la,bienvenido muwencha'la vi. ¡bienvenido! ¡Kenma,552
muwencha'lama',bienvenidos muwencha'lama' vi. ¡bienvenidos!,552
"inpeksilana,","inpeksilana, inpeksilanan1 s.",552
amu'utek,bigote amu'utek 2 s. bigote.,552
blanco,blanco dadapu 1 adj. blanco.,552
wa'dan,"wa'dan s. blanco, wiracocha.",552
wa'dan,"syn: wa'dan 1.; dadapu'su' nom. blanco, lo que es blanco.",552
pektutulli),*pektutulli) vi. blanquearse.,552
pektuter',blanquéate pektuter' vi. ¡blanquéate! ¡Pektuter'!,552
blusa,blusa kutun 1 (Spn. cotón) s.,552
boa,"boa kupiwan s. boa, anaconda.",553
dek-kupiwan,dek-kupiwan s. boa acuática de color amarillo.,553
ker'a'su'-kupiwan,boa negra ker'a'su'-kupiwan s.,553
la'la',boca la'la' 1 s. boca. Makuku,553
boca,boca de un río chinpenñan1 s.,553
bocina,bocina penmun s. bocina hecha del cuerno del toro. Waka',553
nerku'palli,"bogar nerku'palli vi. remar, bogar. Nana nerku'lli",553
bola,bola pequeña munkula s. bola,553
pidala,pidala 1 s. bolas que se,554
1,1 s. bolsa de tela.,554
mu'kala,bolsa mullaca mu'kala s. bolsa,554
bombo,bombo tuntunpi s. tambor,554
musha'su',"bonito musha'su' nom. lindo,",554
wanke'chek,"wanke'chek) s. boquichico,",554
-taspi,"wanketchek, -taspi) s.",554
"borde,","borde, filo utek 2 s. borde, filo, canto. Nun utek nuchinkatulli. El canto de la canoa se ha partido.",554
luper'a'su',borracho luper'a'su' nom.,554
dinki'yekter',bota el agua dinki'yekter' vi. ¡bota el agua!,554
dekker',bótalo dekker' vt. ¡tíralo! ¡bótalo! ¡Nana ker' eksu'a'masu',555
pisuluker',bótalo a empujones pisuluker' vt. ¡bótalo a empujones!,555
di'dekter',bótalo al agua di'dekter' vt. ¡bótalo al agua!,555
*dek'apalli1,botar *dek'apalli1 ( *deklli1) vt. botar. Kishu kerchek deklli. Jesús botó la cáscara de yuca.; *paser'apalli (,555
paser'lli,*paser'lli) vt. regar algo en el,555
dinsululli),*dinsululli) vt. botar a alguien. Samer,555
pisululli),*pisululli) vt. botar a empujones. Sha'shawek,555
dinki'yektulli,*dinki'yektulli) vi. botar agua.,555
dinkidektapalli,*dinkidektapalli vi. botar agua. clf: dek2; cf:,556
di'dektulli,"di'dektulli) vt. tirar al agua,",556
upelli),*upelli) vt. vaciar el líquido de,556
bote,bote nuntaspi ( nuntaserpi) s. bote. La'pir llishanak ñi,556
botella),botella) ( puchilla) s. botella.,556
botón,botón putunla (Spn. botón) s. botón. Kutunwek,556
botón,botón de una flor kupetcha s.,556
*punka'palli,"boyar *punka'palli ( *punka'lli) vi. flotar, boyar. Samer",556
pen-dakila,brasa pen-dakila s. carbón,556
tanpa',brazo tanpa' 1 s. brazo.,557
tu'ñi,"brea tu'ñi s. brea, alquitrán,",557
uklala'tulli,*uklala'tulli) vi. brillar. Nana,557
uklalaenchektulli),*uklalaenchektulli) vi.,557
indekker',brinca indekker' vi. ¡salta!,557
indekter',brinca sobre algo indekter' vt. ¡salta sobre algo! ¡brínca sobre algo! ¡Indekter' kawallu! ¡Brinca sobre el lomo del caballo!,557
*indek'apalli,"brincar *indek'apalli ( *indeklli) vi. saltar, brincar. Menmik",557
indektulli),"*indektulli) vt. saltar algo,",557
si'lenter',"bromea si'lenter' vi. ¡haz broma! ¡bromea! ¡Si'lenter', aner",557
si'lentulli,"*si'lentulli) vi. bromear, hacer",557
si'lenpalli,*si'lenpalli) vt. bromearle a,558
si'lentutek,bromista si'lentutek nom. bromista. Mariano i'na,558
brote,brote de una planta kuper 2 s.,558
ike'chek,ike'chek) s. brujería. Asu',558
a'ike'chektutek,a'ike'chektutek) nom. brujo.,558
ñinchita'su',ñinchita'su' s. brujo. Supai,558
da'dektulli1,*da'dektulli1) vi. sumergirse,558
buduk,"buduk itek2 s. buduk, pájaro",558
buen,buen cazador ilantulek nom.,558
mapenchek,mapenchek nom. buen,558
u'cha'payapen,buenmozo u'cha'payapen nom.,559
mu'su',bueno mu'su' nom. lo que es,559
-Muchun.,"-Muchun. -¡Siéntate! -Está bien.; mukanka, mukankan adj. bueno, amable, generoso, de buen corazón. Tatawek",559
we'chimu,"we'chimu) adj. bueno,",559
mu'su'-mu'su',"bueno, buen mu'su'-mu'su' nom. bueno, buen. ¡Mu'su'-",559
we'chimu,we'chimu ( u'chimu) adj.,559
sapana',bufeo sapana' s. bufeo. Unma',560
sapana',sapana' s. bufeo blancuzco o gris. Pektupisapana',560
piper-sapana',bufeo colorado piper-sapana' s.,560
lutanten-sapana',"bufeo piadoso lutanten-sapana' (Shiwilu, ""pious river dolphin"") s. bufeo piadoso, especie de",560
bujurqui,"bujurqui adu s. bujurqui, especie de pez. Adu u'chimu",560
sillilli'dektulli,*sillilli'dektulli) vi. burbujear,560
burlarse,"burlarse *lumerapalli ( *lumelli) vt. reírse de alguien, burlarse de alguien. Kishuler",560
dunkerker',búscalo dunkerker' vt. ¡búscalo!,560
dunker'lli,*dunker'lli) vt. buscar.,561
caballo,caballo kawallu (Spn. caballo) s. caballo. Shiwiluk,561
cabecera,cabecera wiñisen 2 s. cabecera o naciente de un río. Lapir,561
winenñupa',un río winenñupa' adv.,561
Asu',caber nañi vi. caber. Asu',561
mutu',cabeza mutu' 1 s. cabeza.,561
ikiwamutu',ikiwamutu' llinser1 s. diseño,561
inapimutu',"cabeza descubierta inapimutu' adj. sin gorra, sin sombrero, con la cabeza descubierta.",561
560,"560 s. mayordomo, cabezón. Ipa'",562
cable,"cable de luz penshillin s. cable de alumbrado, cable de luz.",562
cabo,"cabo wiñisen 1 s. cima, cabo,",562
caca,"caca chichi s. exremento, caca,",562
lawa'pi,cacao del monte lawa'pi s. fruto del cacao del monte.,562
cacarear,cacarear *tatalupalli ( *tatalulli) vi. cacarear. Tatalupalli,562
cachete,"cachete kikitek s. mejilla, cachete. Wilawek",562
chimipi,chimipi 1 nom. cadáver (humano o animal). Laman,562
cadera,"cadera katana, katanan s. cadera. Ischiwan",562
palli'-nala,"caebro palli'-nala s. caebro,",562
se,"se busca los (palos) mas rectos. syn: pektala.; pektala s. caebro, palos que van sobre la cumbrera al cual se amarran las crisnejas. Pektalaki",562
nupulli),*nupulli) vi. caerse granos o,563
nuputulli),nuputulli) vt. caerle algo a,563
ma'salapalli,"*ma'salapalli ( *ma'salalli) vi. caer la garúa, garuar.",563
anu'tulli,*anu'tulli) vt. caerse sobre algo. Imicha anu'tulli tunlaler. El gusano cayó sobre Emérita. val.:,563
ma'salatapalli,ma'salatapalli ( ma'salatulli) vt. caerle la garúa a alguien.,563
*anu'palli,caerse *anu'palli ( *anu'lli) vi. caerse. Imicha anu'lli chintennakla. Emérita se,563
anu'dektulli,"*anu'dektulli) vi. caerse al agua. Pidik anu'dektulli,",563
dinpananpalli,*dinpananpalli ( *dinpanañi) vi. caerse un árbol o palo.,563
wayusa'dek,café en bebida wayusa'dek s.,564
wayusa'lu',café molido wayusa'lu' s. café molido. Wayusa'lu',564
chichiker',caga chichiker' ( chichir') vi. ¡caga! ¡defeca! ¡Menmi,564
cagar,"cagar *chichapalli ( *chichilli) vi. defecar, cagar. Nana",564
caimito,caimito ekpa 1 s. caimito.,564
cainito);,cainito); ekpa 2 s. caimito.,564
machi'pi,calabacita machi'pi s. calabaza,564
calabaza,"calabaza kun s. calabaza, zapallo. Menmik teralek kun. Ñitan metchusik",564
come,come sancochado.; pekwan s.,564
recipiente,recipiente pawi s. calabaza,564
pekwanpi,pekwanpi s. fruto de la,565
sipu',"calabozo sipu' s. calabozo,",565
wa'natek,"calamina wa'natek s. calamina,",565
calato,calato inanpilatek nom.,565
lunanpichir',calcula lunanpichir' vt. ¡adivina! ¡calcula! ¡Lunanpichir',565
di'din,"caldo di'din 1 s. caldo, sopa. ¡Kupideksha aku'r",565
*a'ukapalli,calentar *a'ukapalli ( *a'ukalli) vt. calentar. Laman chinpi,565
a'uker'1,caliéntalo a'uker'1 vt. ¡caliéntalo!,566
ukapa'su',caliente ukapa'su' nom. caliente.,566
*tuna'palli,"calmarse *tuna'palli ( *tuna'lli) vi. silenciarse, calmarse.",566
tuna'ker',"cálmate tuna'ker' vi. ¡cállate! ¡cálmate! ¡Yawellek'apata,",566
u'ka,"calor uka, u'ka s. calor, fiebre.",566
calor,calor del cuerpo ukapi s. calor del cuerpo. Ukapiler,566
nutekmutu'tek,"calvo nutekmutu'tek s. calvo,",566
callampa,"callampa tuluma s. callampa,",566
callana,"callana sinan s. callana, plato",566
ta'tula'palli,*ta'tula'palli ( *ta'tula'lli) vi.,566
ta'tula'ker',cállate ta'tula'ker' ( ta'tuler') vi. ¡cállate! Enpu'nipa' luna. ¡Ta'tula'ker! Has,566
ta'tuler',ta'tuler' ( ta'tula'ker') vi. ¡cállate! Enpu'nipa' luna.,566
¡Ta'tuler'!,¡Ta'tuler'! Has hablado mucho. ¡Cállate!; tuna'ker' vi. ¡cállate! ¡cálmate!,566
Wa'an,calle kalli 1 s. calle. Wa'an,566
callu-callu,callu-callu *tata'lu'tek s.,567
peksa',cama peksa' s. cama.,567
peksatek,peksatek s. cama que se,567
lutu'tunan,cámara fotográfica lutu'tunan s.,567
camarón,camarón wanshen s. camarón.,567
wawamekter',cambia tus hojas wawamekter' vi. ¡cambia tus hojas (árbol)!,567
a'da'wilekker',cámbialo a'da'wilekker' vt. ¡cámbialo! ¡reemplázalo!,567
¡A'da'wilekker'!,¡A'da'wilekker'! El puente que has puesto es liso. ¡Cámbialo!; eknerker' vt. ¡cámbialo! ¡Lanchimek,567
eknerker'!,"eknerker'! ¡Transforma la estera!; teknerker' vt. ¡cámbialo! ¡Teknerker',",567
inteknelli),*inteknelli) vi. cambiar.,567
a'da'wileklli,"a'da'wileklli) vt. cambiar algo,",567
nerpi'lanta'lli,"nerpi'lanta'lli) vi. cambiar,",568
cambiar,cambiar algo *eknerapalli vt.,568
inkeksu'lli,inkeksu'lli) vi. pelarse.,568
wawamektulli),*wawamektulli) vi. cambiar,568
danwilektulli),*danwilektulli) vt. cambiarse de ropa. Lourdes,568
ishi'wañi,ishi'wañi) vi. cambiarse de ropa. Kua ishi'wenchek,568
danwilekter',cámbiate (ropa) danwilekter' vt. ¡cámbiate (de ropa)! ¡Kutunpen danwilekter'!,568
i'shiwen,i'shiwen) vi. ¡vístete! ¡cámbiate de ropa!,568
i'shiwen,i'shiwen ( i'shiwanker') vi. ¡vístete! ¡cámbiate de ropa!;,568
dekkunter',camina dekkunter' vi. ¡camina!,568
pa'mekter',camina por el monte pa'mekter' vi. ¡camina por el monte!,568
dekkuntulli),*dekkuntulli) vi. caminar.,569
pa'mektulli,pa'mektulli) vi. caminar por el,569
camino,"camino dekkun, dekku s. camino. Dekkunlupa'",569
camino,camino a la muerte chimillin s.,569
ashu',camote ashu' s. camote.,569
ashu'llinku,camotillo ashu'llinku s.,569
campamento,"campamento palenña, palenñan s. refugio, campamento que se",569
campana),campana) s. campana.,570
kanpana'-pi'ler'a'su',campanero kanpana'-pi'ler'a'su' nom. campanero. Kanpana'-,570
camposanto),"camposanto) s. cementerio, camposanto.",570
camungo,camungo amunsha s. camungo.,570
caña,caña pikella 1 s. caña brava. ¡Pikella man kencher' pulataa! ¡Agarrando caña,570
siwenñan),"siwenñan) s. marona,",570
lansenñan,lansenñan s. caña de azúcar.,570
canasto,canasto lantekpi s. canasto.,570
"cañaveral,","cañaveral, cañabraval pikella 2 s. cañaveral, cañabraval.",570
candela,"candela pen1 1 s. candela, fuego.",571
pektu',canero pektu' ( pektu'la) s.,571
pektu'la,"pektu'la ( pektu') s. canero,",571
cangrejo,cangrejo chinchi s. cangrejo.,571
canoa,canoa nun s. canoa. Santu,571
saka'ta'su',cansado saka'ta'su' nom.,571
saka'tulli,"*saka'tulli) vi. cansarse, estar cansado. Wilalusa'",571
canshu,"canshu kanshu s. libélula, canshu. Miñiku",571
tulunerker',tulunerker') vi. ¡canta!,571
tulunerker',tulunerker' ( tuluner'ker') vi. ¡canta! ¡Tulunerker',571
tulunerker',tulunerker') vt. ¡cántalo!,572
tuluner'lli,*tuluner'lli; *tulunetlli) vt. cantar. Eluku tulunetlli,572
peklalli),"*peklalli) vi. cantar, silbar,",572
takatek'apalli,takatek'apalli ( takateklli) vi.,572
cántaro,"cántaro dekmayun s. tinaja,",572
canto,"canto dunsan s. canto, orilla (camino, chacra, río). Kua",572
ukuchin,"ukuchin s. orilla, canto.",572
Pampayacu,"Pampayacu todavía vivía en las riberas. ; utek 2 s. borde,",572
tukusu',"capibara tukusu' s. ronsoco,",573
capillejo,"capillejo pekla s. capillejo,",573
cápsula,cápsula fulminante gaspau s.,573
cara,cara lada 2 s. cara.,573
caracol,"caracol kunkunpi s. congompe,",573
dansulu',"caracolito dansulu' s. caracolito de tahuampa parecido al ""chunpi"", pero no comestible.",573
caracolito,caracolito de tahuampa chunpi s. caracolito de tahuampa.,573
carachama,carachama grande walatek s.,574
carachama,carachama mediana waluma s.,574
carachamita,carachamita wasek s.,574
waler,waler s. especie de,574
chi'lek,"carachupa chi'lek s. carachupa, armadillo. Chi'lek enmun",574
chi'lek-kanka,"carachupa avispa chi'lek-kanka s. carachupa avispa, especie de avispa grande de color",574
carachupa,carachupa mama ipek s.,574
carahuasca,carahuasca sudula s.,574
sacando,"sacando carahuasca para mi casa.; sudutek s. carahuasca,",574
"caramba,","caramba, pues. chai 1 prt.",574
kase'lla,kase'lla) s. caramelo. Wapu',575
caraña,"caraña nuñila s. caraña, especie de árbol y su fruto.",575
carbón,carbón dakila s. carbón. Dakila,575
pen-dakila,carbón prendido pen-dakila s.,575
sipu',"cárcel sipu' s. calabozo, cárcel, prisión. Wa'anler sipu'",575
pipekter',carga pipekter' vi. ¡carga!,575
carga,"carga pipektuna, pipektunan s. carga. Pipektunanwek",575
llinsera'su',carga de lapicero llinsera'su' s.,575
pi'pekter',carga en la espalda pi'pekter' vi. ¡carga en la espalda! ¡Ipa',575
pipeklu'r,pipeklu'r) vt. ¡carga la carne! ¡Panwala pipeklu'r! ¡Carga la carne de sachavaca!,575
cargado,cargado en la espalda pipekpi nom. cargado en la espalda.,575
shi'shitek,"cargador para bebe shi'shitek s. aparina, cargador para",576
pipekker',cárgalo pipekker' vt. ¡cárgalo!,576
i'shiter',cárgalo (al bebe) i'shiter' vt. ¡cárgalo (al bebe en el,576
pi'pekker',cárgalo en la espalda pi'pekker' vt. ¡cárgalo en la espalda!,576
wipupalli,*wipupalli ( *wipulli) vt.,576
pi'pek'apalli,*pi'pek'apalli ( *pi'peklli) vt.,576
pipeklu'lli,*pipeklu'lli) vt. cargar carne.,576
pi'pektapalli,*pi'pektapalli ( *pi'pektulli) vi. cargar en la espalda. Ipa',576
pipek'apalli,*pipek'apalli ( *pipeklli) vt.,576
pipektapalli,*pipektapalli ( *pipektulli) vi.,576
i'shitapalli,*i'shitapalli ( i'shitulli) vt.,576
Mitanpi',Carnaval Mitanpi' adv. carnaval.,577
Ya',carne chuchu s. carne. Ya',577
carne,carne ahumada chinpi nom.,577
lu'lun,"carne cruda lu'lun, lu'lún s.",577
kushellu',carne de chancho kushellu' s.,577
lamanlu',carne de huangana lamanlu' s.,577
dekkananlu',carne de majaz dekkananlu' s.,578
unma'lu',carne de paiche unma'lu' s.,578
waka'lu',carne de res waka'lu' s. carne de,578
panwalalu',carne de sachavaca panwalalu' s. carne de sachavaca.,578
iyalu'2,carne grasosa iyalu'2 s. carne grasosa. Kusher iyalu',578
kalu'pi,"sopa kalu'pi s. chilcano,",578
carpinterito,carpinterito suluchin s.,578
kunkatek1),kunkatek1) s. carpintero,578
kunkatek-pipermutu',kunkatek-pipermutu') s.,578
inchilala-du'wan1,carretera inchilala-du'wan1 s. carretera. Kuda,578
carrizo,"carrizo silu 1 s. carrizo, maronilla. Tanak",579
wa'napi,"carro wa'napi 2 (der. of) s. carro, automóvil. Kuda",579
kirka),kirka) cf:. s. carta. Wilawek,579
cartón,cartón kartuntek s. cartón.,579
ilantulu'la,cartucho ilantulu'la s. cartucho.,579
casa,"casa pidek 1 s. casa, vivienda.",579
casa,casa para animales pidek 2 s.,579
casa,casa tradicional pidekwalek s.,579
suda'su',"casada suda'su' nom. casada, que es casada. A'pinta'",579
enka'ter',cásala enka'ter' vt. ¡entrégala en matrimonio! ¡Wilapen,580
enka'tulli,enka'tulli) vt. entregar a una,580
casarse,casarse *sadapalli ( *sadalli) vi.,580
sudapalli,*sudapalli ( *sudalli) vi.,580
sudatapalli,*sudatapalli ( *sudatulli) vt.,580
sadaker',"cásate sadaker' ( sader') vi. ¡cásate (dicho a un hombre)! ¡Kusi Antuñu,",580
"Antonio,","Antonio, cásate con Fernanda!; sudaker' ( suder') vi. ¡cásate (dicho a una mujer)! ¡reúnete (dicho a una mujer)!",580
sudaker',sudaker') vi. ¡cásate (una,580
sudater',cásate con él sudater' vt. ¡cásate con él! ¡Kullu,580
paki'siyuwa,cascabel paki'siyuwa s.,580
su'pula,"cascada su'pula s. cascada,",580
uktektulli),*uktektulli) vt. cascar.,581
ke'chek,ketchek; ke'chek) ( ker'1) s.,581
cascarilla,"cascarilla latenna, latennan s.",581
kadu'tek,cascarón de huevo kadu'tek 1 s. cascarón de huevo. Manila,581
si'sek,cashacushillo sisek ( si'sek) s.,581
cashu,"cashu pawa s. marañón, cashu,",581
tanan-pawa,cashu del monte tanan-pawa s.,581
tanpa'pi,"castaña tanpa'pi s. castaña,",582
Kaschilla',castellano Kaschilla' s.,582
kadu'la,"kadu'la) s. castrado, capado.",582
sasa',"catalán sasa' s. catalán, martín",582
su'pula,"catarata su'pula s. cascada,",582
catirina,"catirina tu s. catirina, palmera para hacer cumba, abanico. ¡Nana tusha",582
cortar,cortar la palmera catirina!; tupi s. fruta de la palmera catirina.,582
caucho),"caucho) s. caucho, especie de",583
iwa'ter',cava iwa'ter' vi. ¡cava! ¡Asek,583
iwa'lu'ter',cava la tierra iwa'lu'ter' vi. ¡cava la tierra!,583
iwa'ker',cávalo iwa'ker' ( iwer') vt. ¡cávalo! ¡coséchalo cavando!,583
iwa'ker',iwa'ker') vt. ¡cávalo! ¡coséchalo cavando! ¡Asila,583
*iwa'palli,cavar *iwa'palli ( iwa'lli) vt. cavar. Aullu mama' iwa'lli,583
iwa'tulli,iwa'tulli) vi. cavar. Nana,583
iwa'lu'tulli,iwa'lu'tulli) vi. cavar la tierra.,583
yunekker',caza yunekker' vi. ¡caza!,583
mapenker',"cázalo mapenker' vt. ¡cázalo! (dicho a un perro). ¡Negró,",583
*yunek'apalli,"cazar *yunek'apalli ( *yuneklli) vi. cazar, buscar mitayo (la",583
anaka'palli,*anaka'palli ( *anaka'lli) vt.,584
*mapen'apalli,cazar un perro *mapen'apalli vt.,584
cebolla,cebolla siwella (Spn. cebolla) s. cebolla. Siwella deklutetchek. Voy a picar cebolla.,584
cedro,cedro nunnala ( nunala) s.,584
elladalli),*elladalli) vi. empañársele a,584
ceja,ceja waser s. ceja. Nana,584
kañer-adawa',celeste kañer-adawa' adj. celeste. Asu' kaiksha,584
celosa,celosa apisudatutek nom. celosa. Ku'apellusa',584
celoso,celoso apisadatutek nom. celoso. Asu' Kushi apisadatutek. Nu'an i'na,584
ceñidor,ceñidor siñiDur (Spn. ceñidor) s. ceñidor. Intenpu'tulli,585
uperi'palli,*uperi'palli ( *uperi'lli) vt.,585
pendalu',ceniza pendalu' s. ceniza.,585
iñinunlu',cera de la abeja iñinunlu' s. cera de la abeja.,585
cerbatana,"cerbatana pektuna, pektunan s.",585
-pa',cerca de alguien -pa' 2 vi. > vt.,585
cercano,"cercano kawina adj. cercano, vecino. Kua Piderulek",585
inkawisu',"cercano, vecino inkawisu' nom.",585
cerco,cerco pula 1 s. cerco de madera,586
anpulu'1,"cerda anpulu'1 2 s. cerda, pelo de animal. ¡Kekter'",586
mutu'lu',"cerebro mutu'lu' s. seso, cerebro. Wawaser",586
cernidor,"cernidor ukllin s. cernidor,",586
cernir,cernir *sulapalli ( *sulalli) vt. cernir. Chirisa sulapalli uklupideknen. Teresa está,586
cerquillo,cerquillo danek s. cerquillo.,586
inlaper'illi,*inlaper'illi) vi. cerrar la boca.,586
inlakuper'apalli,cerró la boca.; inlakuper'apalli ( inlakupetlli; inlakuper'lli) vi. cerrar la boca.,586
inlasiser'lli,*inlasiser'lli) vi. cerrar la boca,586
unku'tulli,*unku'tulli) vt. cerrar la,586
tanser'lli,tanser'lli) vi. cerrar los ojos.,587
cerro,"cerro mutupi s. cerro, montaña.",587
wa'danlusa',cerveza wa'danlusa' uwer'kasu' s. cerveza. U'dunshala,587
cetico,"cetico mankuna, mankunan s.",587
ciego,ciego dapinantek nom. ciego.,587
kekki-lu'tek,cielo kekki-lu'tek s. cielo.,587
ciempiés,ciempiés takuntek s. ciempiés.,587
"cien,","cien, ciento pasak s. centenar, ciento. Kulliker ala'pasak",588
sulaker',ciérnelo sulaker' ( suler') vt. ¡ciérnelo! ¡Suler' chiter',588
inlasiser'ker',cierra bien tu boca inlasiser'ker' vi. ¡cierra bien tu boca,588
inlakuper'ker',"cierra la boca inlakuper'ker' vi. ¡cierra la boca! ¡Wilawekshá,",588
unku'ter',cierra la puerta unku'ter' vt. ¡cierra la puerta! ¡Unku'ter',588
tanserker',cierra los ojos tanserker' vi. ¡cierra los ojos! ¡Tanserker',588
ciertamente,ciertamente =inchi 1 prt.,588
cigarro,"cigarro pintella s. mapacho,",588
cintura,cintura dunan1 s. cintura.,589
intenpu'nan1,cinturón intenpu'nan1 s.,589
*winsek'apalli,clavarse *winsek'apalli vi.,589
winsektapalli,"*winsektapalli ( *winsektulli) vt. prenderse algo punzante, clavarse. Wa'na",589
winsekter',clávate winsekter' vt. ¡préndete (hablándole al calvo)!,589
clavícula,clavícula milatek s. clavícula.,589
cobarde,cobarde tekkuadantek nom.,589
588,588 tekkuatek.; tekkualu' nom.,590
tekkuinpu',tekkuinpu'; syn: tekkuatek.; tekkuatek nom.,590
Kukama',"cocama Kukama' s. cocama,",590
kusina',cocina kusina' (Spn. cocina) s. cocina. Kusinek dudinpu',590
kalu'ter',"cocina chilcano kalu'ter' vi. ¡sancocha! ¡Ipa' kalu'ter',",590
kalu'ker',cocina en sopa kalu'ker' vt. ¡cocina la carne o el pescado,590
pisadanter',cocina la yuca pisadanter' vi. ¡cocina la yuca en olla grande (para hacer bebida)!,590
akusuter',cocina sancochando akusuter' vi. ¡cocina sancochando!,590
akusuer',akusuer') vt. ¡cocínalo sancochando! ¡Ker',590
cocinar,cocinar *pisapalli ( *pisalli) vt.,591
kalu'tapalli,kalu'tapalli ( kalu'tulli) vi.,591
kalui'tapalli,*kalui'tapalli ( *kalui'tulli) vt.,591
senmalu'tulli,*senmalu'tulli) vt. cocinar en mazamorra. Sadawek,591
akusutapalli,"*akusutapalli ( *akusutulli) vi. sancochar, cocinar",591
pisadantulli),*pisadantulli) vi. cocinar la,591
"cocinar,","cocinar, sancochar *akusupalli ( *akusulli) vt. cocinar",591
kapen'apalli,*kapen'apalli ( *kapenñi) vi.,591
coco,coco kukupi (Spn. coco) s.,592
kadu'lu'pi,"cocona kadu'lu'pi s. cocona,",592
cocha,"cocha senna, sennan s.",592
Ala'sa',codo ekdan s. codo. Ala'sa',592
cofre,"cofre kapusu s. baúl, cofre.",592
cogollo,cogollo kuper 1 s. cogollo de una,592
cola,"cola llintek 1 s. cola, rabo.",592
yu',cola de ave yu' s. cola de ave.,592
llinser),"llinser) s. diseño cerámico ""cola de ave tijerachupa"".",592
wanan,wanan s. cola de paucar,592
shiyanpulu',shiyanpulu' ( anpulu'1) s.,593
colador,"colador ukllin s. cernidor,",593
colectivo,colectivo daper nom. colectivo.,593
pidek,"pidek s. escuela, escuela secundaria. ¡A'lekter ñinchitupidekkek! ¡Enseña en la escuela! cf:",593
ada'sektunan,colgador ada'sektunan s.,593
a'ukuñi,*a'ukuñi) vt. colgar algo.,593
da'sentunan,da'sentunan s. colmillo.,593
pipelladasu',colorado pipelladasu' nom.,593
du'lupi,columna vertebral du'lupi s.,593
comadre,comadre kumari s. comadre.,593
ka'ker',come ka'ker' 1 vt. ¡come! ¡cómelo! ¡Ka'ker',593
592,"592 ¡Come tu comida, se va a enfriar!; uranker' ( weranker) vi. ¡come! ¡Du'encha'n",594
lanwa',lanwa' a'ter') vt. ¡come glotonamente! Ma'nen,594
pekdalu'ker',pekdalu'ker' vt. ¡cóme la,594
ka'tek,"comedor ka'tek nom. comedor,",594
e'chekla,"e'chekla) s. comején, termita, termes. Ser'kui'na ka'lli",594
temiansu'lli,"*temiansu'lli) vt. comenzar, empezar. Tenmiansu'lli",594
*ka'apalli,comer *ka'apalli 1 ( ka'lli) vt. comer. Awapi metchek.,594
urañi;,*urañi; *weranpalli2) vi. comer. Nanek ima,594
