headword,entry_text,page,mode
nutekmutu'tek,"nutekmutu'tek s. calvo, pelado, sin pelo. Chiñinter' P p pa- v. > v. prefijo instrumental, acción ejecutada con cuchillo. -pa' 1) vt. > vb. ayudar a alguien a hacer algo. Akusupa'llen Te he ayudado a cocinar. Malallina pilu'pa'llun. Magdalena me ayudó a cultivar (mi chacra). 2) vi. > vt. hacer algo cerca de alguien o al lado de alguien. Pideru lansa'pa'llun. Pedro bailó cerca de mí.",288,shi
pa'achek,"pa'achek (pa'echek) vi. me voy, me voy a ir. Kasiserapilalli, a'pimuchu pa'achek. Está anocheciendo, mejor me voy. *pa'apalli (*pa'apilalli;",288,shi
pa'lli,"*pa'lli) vi. 1) ir. Iñer tuminkulusek pa'lek illishak. Todos los domingos voy a la iglesia. Miñiku Erpinek pa'lli. Meneleo se fue al Aipena. Noemi pa'apilalli lalansha' yaman. Noemi está yendo a nutekmutu'tek. El teniente gobernador es calvo. cf: nuwek; cf: pawi-mutu'. nuwek adj. parcialmente calvo, sin pelo en parte de la cabeza. Chiñinter' nuwek. El teniente gobernador es parcialmente calvo. cf: nutekmutu'tek. coger naranjas. 2) viajar. Kukama'lusa' ñinchinerku'llina'. Nunkek pa'apallina'. Los Cocamas saben bogar. Viajan en canoa. *pa'apanta'lli (*panta'lli) *pa'apilanta'lli *pa'apilalli *pa'apalli *pa'apilanta'lli (*panta'lli;",288,shi
pa'apanta'lli,*pa'apanta'lli) vi. estar yendo alejándose. ¡Ituker' tatapen pa'apilanta'lek yapeksadumu! ¡Dile a tu papá que estoy yendo a lavar ropa! pa'echek pa'achek,288,shi
pa'ilanta'lli,"pa'ilanta'lli vi. pulular, caminar por todas partes. Chimenlusa' pa'ilanta'lli mutu'penkek. Los piojos pululan en tu cabeza. Kallik muda'lusa' pa'ilanta'llina'. La gente pulula en la calle. 287 *pa'kununta'lli",288,shi
pa'ker',"pa'ker' (paker') vi. ¡vete! ¡ve! ¡anda! ¡Menmik pa'ker', awapen tupiter'! ¡Vete a la chacra, síguele a tu mamá!",289,shi
pa'kununta'lli,*pa'kununta'lli vi. ir nuevamente. Pa'kununtetchek Shiwiluk a'lek'erkuk Shiwilu la'la'. Voy a volver a Jeberos para que me enseñen más Shiwilu.,289,shi
pa'kununter',"pa'kununter' vi. ¡vete nuevamente! ¡Pa'kununter' pakshadekkek, dek manter'! ¡Vete otra vez al chorro a traer agua! *pa'lapilli *pa'lapipalli",289,shi
pa'lapipalli,"*pa'lapipalli (*pa'lapilli) vt. irse dejando algo o a alguien. Wilawek wawa pidekwekkek teklutantulli. Nanekla pa'lapinta'lli. Mi nieto hizo basura en mi casa. De allí se fue dejándola. Ala'sa' ñiñi'wa ukladekwa'nsu' laneran, ñiñi'wek pa'lapillun. Oliendo a una perra dispuesta, mi perro se fue dejándome. *pa'lli *pa'apalli",289,shi
pa'lusa',pa'lusa' s. los que se fueron. Nanek ima nana pa'lusa' sadinai'ma wa'latullina'. Ahí dice que las esposas de los que se habían ido soñaron. pa'mektapalli (pa'mektulli) vi. caminar por el monte sin pa'watapilalli abrir trocha. Pa'mektapamu kananek da'wan. Cuando caminaba por el monte encontré una culebra. mek1.,289,shi
pa'mekter',"pa'mekter' vi. ¡camina por el monte! ¡Pa'mekter', ma'alli ma'sha kananansin! ¡Camina por el monte, ojalá halles alguna cosita! pa'mektulli pa'mektapalli",289,shi
pa'pala,pa'pala s. pava silvestre. Pa'pala iyadekshalli di'din. La pava silvestre es rica en sopa.,289,shi
pa'tapalli,"*pa'tapalli (*pa'tulli) vi. 1) ser útil para algo, servir. Puñañin iteknen pu'er pa'tulli. La raíz del barbasco sirve para pescar. 2) costar, valer. ¿Enpu'dun pa'tulli nana da'wala'lantek? ¿Cuánto cuestan esos zapatos? Puñañin pa'tapalli. Nana malek Miñiku iwa'tapalli yauku'latan. El barbasco está costando. Por eso Meneleo está extrayéndolo para venderlo. *pa'tulli *pa'tapalli",289,shi
pa'watapilalli,"pa'watapilalli (pa'watulli) vt. acercarse a alguien. Arkichu Rodolfoler pa'watulli. Rodolfo se acercó a Arquímedes. pa'watulli pa'watapilalli -pachen 288 pachalutek s. mojarrita redonda, especie de pez. Pachalutek pilli'tulek utekkunalek. La mojarrita redonda ""pachalutek"" se pesca con anzuelo. -pachen v. > nom. sufijo que agregado al verbo indica cláusula subordinada, modo irrealis, sujeto de segunda persona singular. Ñinchichinpu'pachen, ¡a'lekta'su' lunsu' lekker'! Si no sabes, ¡pregúntale al profesor lo que ha dicho! ¡Enta'ina, nana enmu'pinen idimunanen a'pidater'! Innichinpu'pachen kualer a'ka a'pidatechek. ¡A ver, haz que ese hombre se quite la manta (que tiene puesta)! Pero si no lo logras, yo voy a hacer que se la quite. pacher, pacher' (cast. padre) s. padre, cura, sacerdote. Pacher malla'palli ilisiak. El cura está haciendo misa en la iglesia. pachi (cast. pate) s. huingo, pate, especie de calabaza que crece en las ramas del árbol. Marcel ima pachishak nu'wantan lanla'ler lanpi'tulli. Dicen que cuando Marcel bajaba el río en un patecito, la ballena se lo tragó. Crescentia. -pachi 1) v. > nom. sufijo que agregado a un verbo indica cláusula subordinada, modo irrealis, sujeto de tercera persona singular. 2) v. que él/ella no haga algo. ¡Aner pa'pachi puryekkek wilapen! ¡Que no vaya a pescar con barbasco tu hijo! -pachina' 1) v. > nom. sufijo que agregado a un verbo indica cláusula subordinada, modo irrealis, sujeto de tercera persona plural. Asu' mukankinpu'lusa', ñi a'pinta' ma'winpu'pachina', tada ilakapi ka'achuna'. Estos malos, cuando no tengan más nada (de pescado), hasta lagarto comerán. 2) que ellos/ellas no hagan algo. ¡Aner pa'pachina' puryekkek, luwanchi'ñina' pur'erkasu'! ¡Que no vayan a pescar, no quieren que se pesque con barbasco!",289,shi
pachiya',"pachiya' (cast. batea) s. batea, bandeja de madera. Pachiya' luwantulek nerpi'pu' chiter'lla awinenchek. A veces se necesita una batea para solear los granos de maíz. pada'- v. > v. prefijo instrumental, acción ejecutada botando. pada'chiñi'ker' (pada'chiñi'r) vt. ¡sacúdelo (ropa)! ¡Pada'chiñi'r idimunanpen! ¡Sacude tus sábanas! 289 *pada'chiñi'palli pada'chiñi'lli *pada'chiñi'palli *pada'chiñi'palli (pada'chiñi'lli) vt. sacudir (ropa). Nana pada'chiñi'lli idimunanen. Él sacudió su cobija. val.: *pada'chiñi'tapalli. pada'chiñi'r pada'chiñi'ker' *pada'chiñi'tapalli (*pada'chiñi'tulli) vi. sacudir (ropa). Ipa' pada'chiñi'tulek. Ya sacudí (ropa). val.: *pada'chiñi'palli.",290,shi
pada'chiñi'ter',"pada'chiñi'ter' vi. ¡sacúdelo (ropa)! ¡Pada'chiñi'ter', nu'an a'ukunter'! ¡Sacude (ropa) y después cuelga! *pada'chiñi'tulli *pada'chiñi'tapalli *pada'kelli *pada'ker'apalli *pada'ker'apalli (*pada'kelli) vt. romper, chancar, destruir. ¡Nana kusherpen pada'kerapalli yunpipen! Ese chancho está rompiendo tu tinaja. cf: *pada'ker'chapalli. *pada'ker'chapalli (*pada'ker'chulli) vt. destruir completamente, todo. Kusher pada'ker'chulli dudinpu'pen. ¡A'pimuchu dei'ter'! El chancho rompió todas tus cosas. ¡Mejor mátalo! cf: *utakerapalli; cf: *sekpektapalli; cf: *padalu'palli *pada'ker'apalli.",291,shi
pada'ker'cher',pada'ker'cher' vt. ¡rómpelo todo! ¡rómpelo por completo! ¡destrúyelo! Ku'aper ñipa'pa'nsu' dei'itullen ñiñi'wapen kapellek. ¡Pada'ker'cher' dudinpu'nen! Tu vecina te ha matado a tu perro con veneno. ¡Rompe todas sus cosas! *pada'ker'chulli *pada'ker'chapalli,291,shi
pada'kerker',"pada'kerker' vt. ¡rómpelo por completo, destrúyelo! ¡Pada'kerker' yunpipen, aperpi! ¡Rompe tu tinaja por completo, es fea!",291,shi
pada'lu',"pada'lu' s. mango (p.e. hacha, machete, flecha). Sunkiwek pada'lu'nen nupektulli. El mango de mi machete de punta corvada se rompió. sinón.: ernpuna, ernpunan. *pada'sa'lli *pada'sa'palli *pada'sa'palli (*pada'sa'lli) vt. sacudir. Udapimek dadatapalli, tanluwaler pada'sa'lli. Las hojas del pijuayo están sonando, el viento las sacude. cf: *lupa' lenmek'apalli. *padalu'lli *padalu'palli",291,shi
padalu'palli,"*padalu'palli (*padalu'lli) vt. preparar el mango (hacha, machete, flecha). Nana padalu'lli yumutu'. Él padekker' 290 preparó el mango del hacha.",291,shi
padekker',"padekker' vt. ¡rómpelo! ¡Pa'dekker' sinanlusa'! ¡Rompe los platos! *padektapalli (*padektulli) vt. chancar, machacar, triturar. Lla'pisha u'chimu nuka' padektek. La piedrita sirve para chancar ají. Yusha padektulli sha'pishutula lla'pishalek. Rosa chancó el guisador (plantita para condimentar) con piedrita.",292,shi
padekter',"padekter' vt. ¡cháncalo! ¡tritúralo! ¡Padekter' nuka'! ¡Chanca el ají! *padektulli *padektapalli paker' pa'ker' pakerpala s. balata, árbol que produce caucho duro, no elástico. Pakerpala ekkadeknen pa'tapalli. La resina de la balata está costando. cf: kauchunan, shirinka. Manilkara bidentata. *paki'lli *paki'palli",292,shi
paki'palli,"*paki'palli (*paki'lli) vi. atorarse, atragantarse. Mañir tanku a'lerpi ka'apan paki'lli, naneklan ikerchiteklli. Manuel comió plátanos asados y se atoró, después le dolió el pecho. val.: *paki'tapalli.",292,shi
paki'siyuwa,"paki'siyuwa s. cascabel, especie de víbora. Paki'siyuwa kitekllenmu' chiminllin a'lli'inutullenmu'. Cuando nos muerde la víbora cascabel nos hace pensar en el camino a la muerte. (Crotalus durissus)",292,shi
paki'tapalli,"*paki'tapalli (paki'tulli) vt. matar de un solo golpe, matar al instante. Nanaler patenchan paki'tulli. Lo mató de un solo puñetazo. Da'wanler ala'sa' wila paki'tulli. La serpiente mató al niño al instante. Kua ilanpiku nuka'ka, ñi'na paki'chi'ñinerku. Me han baleado pero no me han muerto. val.: *paki'palli.",292,shi
paki'ter',"paki'ter' vt. ¡mátalo de un golpe! ¡Da'wanser paki'ter'! ¡Mata el súngaro de un solo golpe! paki'tulli *paki'tapalli pakshadek s. chorro, manantial Ama'winandek uapi'ñidek, pakshadek uapallidek. Agua del Armanayacu no tomamos, tomamos agua del chorro. dek2. pakuwa'tapalli (pakuwa'tulli) vt. palanquear, levantar algo usando una palanca. Miñiku puñañin pakuwa'tapalli. Nana supinak utu'chun. Meneleo está palanqueando (para levantar la raíz del) barbasco. Después de eso va a jalar (extraer).",292,shi
pakuwa'ter',"pakuwa'ter' vt. ¡palanquéalo! ¡Pakuwa'ter' asu' nalamutu' tunektapalli! 291 palantan tanku ¡Palanquea esta estaca que nos estorba! pakuwa'tulli pakuwa'tapalli palantan tanku s. plátano bellaco. Imicha tera'lli palantan tanku. Emérita sembró plátano bellaco. tanku. palenña, palenñan s. refugio, campamento que se construye cerca de las chacras. Palenñankek uklapincha'lek kutunwek pinaner'amu. En el campamento dejé mi camisa olvidada. Shiwiluklan dasu' walek yunsu'mu pa'lek Pankiner inchilalalupa'. Er'wawan ektu'lek palenñawekkek. Saliendo en la mañana de Jeberos fui por el camino de Panguinsa. Al atardecer llegué a mi campamento. *palenñantapalli (*palenñantulli) vi. construir un refugio o campamento. Ulei'nchu ukulun palenñanchi'ñi. No va a llover porque el ave porotohuango no está construyendo su refugio. Ipa'linchi nawa' ektu'na' palenñantullina'. Entonces llegaron y construyeron un campamento. *palenñantulli palli'pi *palenñantapalli palla'palli palli'palli",292,shi
palli'-mutu',"palli'-mutu' s. tijeral, palos cruzados que forman la punta superior del techo sobre la cual va la cumbrera. Silunan yusu'kunek palli'mutu'ki. Voy a jalar antara caspi (del monte) para la cumbrera (de mi casa).",293,shi
palli'-nala,"palli'-nala s. caebro, palos que van sobre la cumbrera de la casa al cual se amarraran las crisnejas. Palli'nalaki dunkerllek cheksha'su'. Para caebro se busca los (palos) mas rectos. sinón.: pektala.",293,shi
palli'ker',palli'ker' vt. ¡téchalo! ¡Palli'ker' awapen pideknen! ¡Techa la casa de tu mamá! palli'lli palli'palli palli'palli (palli'lli;,293,shi
palla'palli,"palla'palli) vt. techar, colocar las crisnejas en fila amarrándolas con tamishi. Armando palla'palli/palli'palli pidek wankunen. Armando está techando la culata de su casa. val.: palli'tapalli.",293,shi
palli'pi,"palli'pi s. techado. Pidek iñer palli'pi ñisik, inpatameklek patamutu'lek. Cuando la casa está completamente techada, con el armayari se le palli'tapalli 292 tapa la cabeza. pi3 1) .",293,shi
palli'tapalli,palli'tapalli (palli'tulli) vi. techar. -¿Enñupa' pa'lli Armando? -Palli'tapalli. ¿Dónde ha ido Armando? -Está techando. val.: palli'palli.,294,shi
palli'ter',"palli'ter' vi. ¡techa! Panpektekpen ipa' enñi. ¡Palli'ter'! Tu crisneja ya está seca. ¡Techa! palli'tulli palli'tapalli palliken s. palmera chambira. Palliken i'na u'chimu pantek kuper sha'ya, tala nu'takudik. La chambira es buena para beneficiar su cogollo (extraer las fibras de las hojas en cogollo) y hacer jicra y hamaca. (Astrocaryum chambira) pallikenpi s. fruto muy duro de la palmera chambira. Amantek da'sentunan palli'kenpi ladek'ek. El colmillo del sajino le sirve para chancar el fruto de la chambira. pi4. pallikiyun s. pez chambira. Pallikiyun chin'apalek wiyuksu' kapenñi. El pez chambira cuando se ahuma se asa muy rápido. palliñi pallinpalli pallinpalli (palliñi) vi. trepar una planta, subir una planta. Ukumama' palliñi lalansha'kek. La soga de la papa del aire subió en el naranjo. *pamu'lli *pamu'palli",294,shi
pamu'palli,*pamu'palli (*pamu'lli) vt. lavar objetos (no ropa). Urankasu' supinak sinanlusa' pamu'llina'. Después de comer lavaron los platos. ¡Inshenker' dek ker' pamu'a'mak! ¡Recoge agua para que laves yuca! val.: *pamu'tapalli.,294,shi
pamu'r,pamu'r vt. ¡lávalo! ¡Ukta pamu'r! ¡Lava la olla! *pamu'tapalli (*pamu'tulli) vi. lavar algo que no es ropa. Urankasu' supinak pamu'tullina'. Después de comer lavaron. val.: *pamu'palli.,294,shi
pamu'ter',"pamu'ter' vi. ¡lava! ¡Kencher' dek, pamu'ter'! ¡Trae agua y lava! *pamu'tulli *pamu'tapalli pan- v. > v. prefijo instrumental, acción ejecutada cepillando. Panchu nprop. Pancho, Francisco. !Panchú, kencher' senna' pulatak! ¡Pancho, trae punga de altura para cerco! pandila s. garrapatilla. Mañir inshapunpitulli pandilawan. Manuel se enjabonó el cuerpo porque tenía garrapatilla. la4. panelli *panerapalli *panerapalli (panelli) vt. imitar a algo o alguien. Awinan 293 *panerchapalli panellina' Shiwiluku'lusa' pista yanaku'pi'pu'. Los shiwilu finados imitaban al mono blanco el día que terminaba la fiesta. Sha'pi' latunan lu'nkasu' panellun. El loro de frente amarilla me imita. val.: *panerchapalli. *panerchapalli (*panerchulli) vi. imitar. Kupinshupin uwin'apala'lli. Ñi panerchapi'ñi. El chirriclés solo silba. No imita (el habla). val.: *panerapalli. *panerchulli *panerchapalli",294,shi
panerker',panerker' vt. ¡imítalo! ¡Panerker' awinan! ¡Imita al mono blanco!,295,shi
pañinchiter',"pañinchiter' vt. ¡aciértale! ¡dale (en el blanco)! ¡Awinan pañinchiter'! ¡Aciértale al mono blanco! *pañinchitulli vt. acertar, dar en el blanco. Tekka'pilasik pañinchitulek awinan. Mientras estaba corriendo le acerté al mono blanco.",295,shi
panka'ker',panka'ker' vt. ¡lávalo ligeramente! ¡Panka'ker' sinanlusa'! ¡Lava ligeramente los platos! *panka'lli *panka'palli,295,shi
panka'palli,"*panka'palli (*panka'lli) vt. lavar ligeramente o a la ligera, restregar poco, frotar poco. Felicidad chipercheknen pankanerchinpu' panka'lli. Felicidad lavó a la ligera su mosquitero (no lo lavó bien). *pankanerapi'ñi (*pankaneri'ñi) 1) vt. agarrar sin permiso. Wilalusa' da'llina' pidekwekkek. Uranshawek pankaneri'ñina'. Los niños entraron a mi casa y agarraron mi comidita sin permiso. val.:",295,shi
pankanerchapi'ñi.,pankanerchapi'ñi. 2) vi. portarse mal. Asu' wila pankaneri'ñin ninchitupidik. Este niño se porta mal en la escuela. sinón.: *da'chik'apalli. pankanerchapi'ñi (pankanetchapi'ñi; pankanetchi'ñi;,295,shi
pankanerchi'ñi,"pankanerchi'ñi) vi. ser travieso. Nana wila pankanerchi'ñi, inapu'su' pata'tulli. Ese niño es travieso, por todas partes toca. ¡Apu'r asu' etchu'wawa, pa'i, pankanerchi'ñi! ¡Suelta a esta cría de mono negro, que se vaya, hace travesuras! val.: *pankanerapi'ñi 1) . pankanerchi'ñi pankanerchapi'ñi pankanerchinpu' (pankanetchi'npu') nom. travieso, alguien no previene el peligro. Wilawek willin latekchinpu'. Nu'amu *panki'palli 294 kenchi'nek pidekwekkek. Pankanetchi'npu'. Mi nieto es desobediente. Por eso no lo traigo a mi casa. Es travieso. *pankaneri'ñi *pankanerapi'ñi pankanetchapi'ñi pankanerchapi'ñi pankanetchi'ñi pankanerchapi'ñi pankanetchi'npu' pankanerchinpu' *panki'lli *panki'palli",295,shi
panki'palli,"*panki'palli (*panki'lli) vt. matar algo o a alguien abrazándolo o presionándolo. Chi'chi' tera'ler llimu' panki'lli. La planta del pajarito chi'chi' mató al limón abrazándolo. Pankiner nprop. quebrada Panguinsa. Shiwiluklan dasu' walek yunsu'mu pa'lek Pankiner inchilalalupa'. Er'wawan ektu'lek palenñawekkek. Saliendo en la mañana de Jeberos fui por el camino de Panguinsa. Al atardecer llegué a mi campamento. pankiwala s. panguihuala, insecto comestible que vive en un hueco en la tierra. Pankiwala lupa'lalak nanpia'su'. La panguihuala vive en un hueco en la tierra. Ya' ka'lek pankiwala ketchalek. Ayer comí panguihuala con yuca. la4. *pankue'chapalli *pankuerchapalli *pankuelli *pankuerapalli *pankuellintapalli (pankuellintulli) vi. ovillar, hacer ovillos con hilo o lana. Amishawek pankuellintulli. Mi abuelita ha hecho ovillo con el hilo. llin1; cf: *pankuerapalli 1) .",296,shi
pankuellinter',"pankuellinter' vi. ¡ovilla! ¡has ovillo! pankuellintulli *pankuellintapalli *pankuerapalli (*pankuelli) vt. 1) hacer ovillo, ovillar. Amishawek pektupi waka' anpulu' pankuelli. Mi abuelita ovilló la lana de oveja. cf: *pankuellintapalli. 2) enrollar. Manguera pankueranna' aku'llina' nalamutuk. La manguera la enrollaron y la pusieron sobre la quiruma. *pankuerchapalli (*pankuetchapalli; *pankue'chapalli; *pankuerchulli) vi. enrollarse, enroscarse. Manguera i'na pankuetchulli nalamutu' tamanetchu'su'. La manguera está enroscada alrededor de la quiruma. *pankuerchulli 295 pankuerker' *pankuerchapalli",296,shi
pankuerker',"pankuerker' vt. ¡ovíllalo! ¡enróllalo! *pankuetchapalli *pankuerchapalli panpa (que. panpa) s. 1) pampa, lugar despejado, llanura. Chirikiyakulupa' ñilli a'llupi panpa. Ashinwanpalli. Por el río Chiriquiyacu hay una pampa grande. Tiene su dueño. 2) patio de la casa, lugar despejado. Panpawek indiuntunpallidek dekpilli'lusa' uklulu' uwamudek luñidek amiku'lusa' lu'nkasu'. En mi patio nos reunimos en las noches, tomamos masato y hablamos lo que hablaban las abuelas finadas. sinón.: inyulatek.",297,shi
panpa-wer,"panpa-wer s. cuy, conejillo de Indias. Katu'shunka' panpawerwanpalek. Tengo veinte cuyes. Panpadek nprop. río Pampayacu. Napi' ima papinkuku'lusa' luwer'inpu'wiñina' Panpadek ukuchin. Dice que antiguamente nuestros abuelos difuntos no conocían las riberas del río Pampayacu. dek2. panpatek s. hierba, pasto. Pidir menmin nu'tapalli panpatekkin waka' pantateklu' yapektawan. Fidel está haciendo chacra para pasto para críar ganado. panpek s. irapai, irapae, especie de palmera. Panpekmek makunchek, lanten'ek, pidekwek nu'tek. Voy a traer hoja de irapai para hacer crisneja y construir mi casa. cf: panpektek.",297,shi
panpeklu',"panpeklu' s. irapayal, terreno donde crece el irapai. Penler inchilalalupa' ñapalli panpeklu'. Makunchek lanten'ek pidekkin. Por el camino del Ninayacu hay un irapayal. Voy a ir a traer y tejer crisneja para hacer casa. lu'1. panpekmek s. hoja de palmera irapai. Panpekmek kencha'lek yalanten'amu, pidekwek yatekdiperamu. He traído hoja de irapai para tejer y arreglar (el techo de) mi casa. mek1. panpektek s. crisneja, hoja tejida de la palmera irapai usada para hacer el techo de la casa. Benjachu panpekteknen awinenchapalli. Benjamín está haciendo secar sus crisnejas al sol. tek2; cf: panpek. *panta'lli *pa'apanta'lli, *pa'apilanta'lli",297,shi
pantateklu',"pantateklu' s. pastizal, pastos naturales. Shiwilutak ñilli panpateklu' a'llupi. pantek'apalli 296 Cerquita de Jeberos hay un pastizal grande. lu'1.",297,shi
pantek'apalli,"pantek'apalli (panteklli) vt. 1) beneficiar la chambira, extraer las fibras de las hojas de la palmera chambira en cogollo. Palliken i'na u'chimu pantek kuper sha'ya, tala nu'ta'kudik. La chambira es buena para beneficiar su cogollo y hacer jicra y hamaca. Palliken asu' inmullu'sha Miker panteklli. El cuñado Miguel benefició la hoja de chambira. 2) pelar el tronco de un árbol. Suduna pantek'amu pipeklek lantekpiwek. Pelando tronco de carahuasca (y haciendo pretina) he cargado mi canasto.",298,shi
pantekker',"pantekker' vt. ¡benefícialo! ¡Palliken pantekker', tala yanu'tulek! ¡Beneficia chambira, quiero hacer hamaca! panteklli pantek'apalli",298,shi
panter',"panter' vi. ¡vete! ¡anda! ¡Panter' Shiwiluk! ¡Vete a Jeberos! panuker' panur' *panulli *panupalli *panupalli (*panulli) vb. regalar algo a alguien, obsequiar algo a alguien. Benjachuler panulli Ipullitu pallikiyun chinpi. Benjamín regaló a Hipólito chambira ahumada. Kullasha ku'aper mukanka. Panullenmu' ma'shapi'nta'. Julita es una mujer generosa. Nos regala cualquier cosita. val.: *panutapalli.",298,shi
panur',"panur' (panuker') vb. ¡regálale! ¡regálaselo! ¡Pallikiyun chinpi panur' wilapen! ¡Regálale la chambira ahumada a tu hijo! *panutapalli (*panutulli) vt. regalar algo, obsequiar algo. Benjachu wapu' samer kencha'lli, panutapalli. Benjamín trajo mucho pescado y lo está regalando. Benjachu samer chinpi panutulli. Benjamín regaló pescado ahumado. val.: *panupalli .",298,shi
panuter',"panuter' vt. ¡regálalo! ¡Nana chinpi a'ña'masu' panuter'! ¡Regala el ahumado que tienes! *panutulli *panutapalli panwala s. sachavaca, tapir, danta. Panwala iñer uran ña'su' Shiwiluk nana a'pinta' a'llupita'su'. De todas las comidas que hay en Jeberos la sachavaca es la más grande. (Tapirus terrestris)",298,shi
panwala-kankella,"panwala-kankella s. sachavaca ñejilla. Panwalakankella i'na a'llupilasa', enpu'ni u'chimuipa' ka'lek. La sachavaca ñejilla es un grano grande, bien agradable para 297 panwala-sha'ntek comer. la3.",298,shi
panwala-sha'ntek,"panwala-sha'ntek s. shihuango, sachavaca gavilán, especie de gavilán. Panwalasha'ntek itullina' ala'sa' ulerwan panwala tekpa ka'a'su'. Sachavaca gavilán le dicen a un gavilán que come la garrapata de la sachavaca.",299,shi
panwala-tekpa,panwala-tekpa s. garrapata grande. Panwalatekpaler pasuntulli ñiñi'wek wiwekñik. La garratapa grande se le pegó a mi perro en la oreja.,299,shi
panwala'-mutu',"panwala'-mutu' s. palo que se usa en la cumbrera del techo y la traspasa. Luego se amarra para que el viento no se lleve la cumba. Dalatek ekdenpi u'chimu pawala'nanki. La pona con punta es buena para palo de cumbrera. sinón.: pawala'na, pawala'nan 1) . panwalalan s. vacamarina, manatí. Panwalalan Shiwiluk'inchi ñi'ñi. Nani'na ñapalli Erpina'lalak. En Jeberos mismo no hay vacamarina. Pero sí hay en la cuenca del Aipena. (Trichechus inunguis)",299,shi
panwalalu',panwalalu' s. carne de sachavaca. Tunsawala aku'tulli panwalalu'. La mosca shingo puso huevos en la carne de sachavaca. lu'2. Papamapu'wa' *panwilek'apalli (*panwileklli) vb. pagar con dinero a alguien. Pillipi panwilekllun ala'pasak kekki. Felipe me pagó cien soles. Yata'wanta'su' duker panwilek'etchunerku. El fin de mes me van a pagar.,299,shi
panwilekker',"panwilekker' vb. ¡págale! ¡págaselo! ¡Panwilekker' ala'pasak kekki Pillipi! ¡Págale cien soles a Felipe! *panwileklli *panwilek'apalli papa s. padre, papá. Papawek inchilala ekketchulli willinlusa' pa'erkek. Mi papá abrió caminos para que sus hijos anden. cf: papin; sinón.: tata.",299,shi
papa'chu'sha,papa'chu'sha s. tío materno (de hombre o de mujer). Awawek duden papa'shu'shawek. El hermano de mi mamá es mi tío materno. cf: apetcha.,299,shi
papachu',"papachu' s. suegro (de una mujer). Sudawek papin papachu'wek. El papá de mi esposo es mi suegro. cf: mekshi 1) . Papamapu'wa' nprop. Jesucristo, nuestro Padre Jesucristo. Papamapu'wa' kulusekkek pektu'tanna' di'tullina' tanten'inpu'lusa'ler. A nuestro Padre lo clavaron en una cruz y lo mataron los que Papamapu'wa' chiminsik 298 no le estimaron.",299,shi
Papamapu'wa',Papamapu'wa' chiminsik adv. Semana Santa. Dawer Papamapu'wa' chiminsik ka'lek usha'winpu'ek. La chonta se come en Semana Santa para no tener muchos pecados. *pape'chapalli *paper'chapalli pape'cher' paper'cher' *pape'chulli *paper'chapalli pape'llu'pi paper'llu'pi *pape'llu'tapalli *paper'llu'tapalli pape'llu'ter' paper'llu'ter' *pape'llu'tulli *paper'llu'tapalli *papek'anpinantapalli (*papek'anpinantulli) vt. quebrar el ala (con arma de fuego). Ilanser i'na papek'anpinantullina' pennu'pi'ñi. Cuando al ave le quiebran las alas no vuela. *papek'anpinantulli *papek'anpinantapalli *paper'chapalli (*paper'chulli; *pape'chapalli; *papetchulli; *papetchapalli;,300,shi
pape'chulli,"*pape'chulli) vt. enterrar. Ipullituler ñiñi'wa papetchulli. Hipólito enterró al perro. Ipullituler ñiñi'wa papetchi'ñi. Hipólito no enterró al perro. Inkella wawaser chichi yaka'lli, nana malek papetchapalek. El grillo quiere comer el excremento del bebe y por eso lo estoy enterrando. paper'cher' (pape'cher';",300,shi
papetcher',"papetcher') vt. ¡entiérralo! ¡Nana ker' papetcher', takui'npu'ek! ¡Entierra esas yucas para que no se negreen! *paper'chulli *paper'chapalli paper'llu'pi (papetllu'pi;",300,shi
pape'llu'pi,"pape'llu'pi) s. algo embarrado, especialmente la pared de la casa. Allika pideknen i'na pulawi'ñi, pape'llu'pi. La casa de Alejandrina no tiene cerco de madera, es embarrada. lu'1; pi3 1) . *paper'llu'tapalli (*papetllu'tapalli; *paper'llu'tulli; *pape'llu'tulli; *pape'llu'tapalli;",300,shi
papetllu'tulli,*papetllu'tulli) vt. embarrar la pared de la casa. Reshu papetllu'tulli pideknen. Resurrección embarró su casa. lu'1. paper'llu'ter' (papetllu'ter';,300,shi
pape'llu'ter',"pape'llu'ter') vt. ¡embárralo! ¡Paper'llu'ter' pidekpen! ¡Embarra tu casa! *paper'llu'tulli *paper'llu'tapalli *papetchapalli *paper'chapalli 299 papin papetcher' paper'cher' *papetchulli *paper'chapalli papetllu'pi paper'llu'pi *papetllu'tapalli *paper'llu'tapalli papetllu'ter' paper'llu'ter' *papetllu'tulli *paper'llu'tapalli papin s. su padre de él o ella, su papá de él o ella. Nana nadi'nek kunsek'encheklli, papinpu'la'lli. Ese joven tiene pelo crespo, se parece a su padre. cf: papa. papinku s. abuelo, viejo. Amisha kenmipa' kenma, kuanta' ipa' papinkushaku nuka'ka. Tú ya eres abuelita, yo también ya soy abuelito.",300,shi
